route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"736",1521_SO,1521_9859,"Czerwone Maki P+R",,1,SO_736-02_8,899905,0,0
"736",1520_SO,1520_38087,"Os. Pod Fortem",,0,SO_736-02_9,897505,0,0
"736",1521_SO,1521_9860,"Os. Pod Fortem",,0,SO_736-02_9,899904,0,0
"736",1520_SO,1520_38091,"Czerwone Maki P+R",,1,SO_736-02_10,897506,0,0
"736",1521_SO,1521_9861,"Czerwone Maki P+R",,1,SO_736-02_10,899905,0,0
"736",1520_SO,1520_38095,"Os. Pod Fortem",,0,SO_736-02_11,897505,0,0
"736",1521_SO,1521_9862,"Os. Pod Fortem",,0,SO_736-02_11,899904,0,0
"736",1520_SO,1520_38099,"Czerwone Maki P+R",,1,SO_736-02_12,897506,0,0
"736",1521_SO,1521_9863,"Czerwone Maki P+R",,1,SO_736-02_12,899905,0,0
"736",1520_SO,1520_38102,"Os. Pod Fortem",,0,SO_736-02_13,897505,0,0
"736",1521_SO,1521_9864,"Os. Pod Fortem",,0,SO_736-02_13,899904,0,0
"736",1520_SO,1520_38106,"Czerwone Maki P+R",,1,SO_736-02_14,897506,0,0
"736",1521_SO,1521_9865,"Czerwone Maki P+R",,1,SO_736-02_14,899905,0,0
"736",1520_SO,1520_38110,"Os. Pod Fortem",,0,SO_736-02_15,897505,0,0
"736",1521_SO,1521_9866,"Os. Pod Fortem",,0,SO_736-02_15,899904,0,0
"736",1520_SO,1520_38115,"Czerwone Maki P+R",,1,SO_736-02_16,897506,0,0
"736",1521_SO,1521_9867,"Czerwone Maki P+R",,1,SO_736-02_16,899905,0,0
"736",1520_SO,1520_38118,"Os. Pod Fortem",,0,SO_736-02_17,897505,0,0
"736",1521_SO,1521_9868,"Os. Pod Fortem",,0,SO_736-02_17,899904,0,0
"736",1520_SO,1520_38123,"Czerwone Maki P+R",,1,SO_736-02_18,897506,0,0
"736",1521_SO,1521_9869,"Czerwone Maki P+R",,1,SO_736-02_18,899905,0,0
"736",1520_SO,1520_38126,"Os. Pod Fortem",,0,SO_736-02_19,897505,0,0
"736",1521_SO,1521_9870,"Os. Pod Fortem",,0,SO_736-02_19,899904,0,0
"736",1520_SO,1520_38131,"Czerwone Maki P+R",,1,SO_736-02_20,897506,0,0
